order_id,user_id,amount,quantity,created_at,status
A2902,0206,158.76,9,2025-04-10T04:11:00Z,Refunded
A1855,0751,469.07,2,2025-10-01T14:20:00Z,Refunded
A1177,0535,300.95,4,2025-12-07T13:12:00Z,Pending
A3978,0649,313.05,4,2025-02-05T01:25:00Z,Paid
A1921,0827,230.3,4,2025-11-21T20:41:00Z,paid
A4166,0734,436.3,6,2025-03-23T09:36:00Z,
A1085,0633,223.28,7,,refunded
A2644,0397,193.96,8,,Pending
A3065,0802,57.19,1,2025-04-04T11:40:00Z,refund
A4661,0345,221.32,1,2025-01-16T06:43:00Z,
A0826,0737,434.75,3,2025-04-14T17:25:00Z,paid
A0088,0401,372.81,2,2025-02-03T12:26:00Z,refunded
A1356,0689,263.29,,2025-05-23T13:06:00Z,Pending
A1222,0992,96.77,3,2025-01-26T11:06:00Z,Paid
A0151,0806,113.31,4,2025-10-31T17:03:00Z,PAID
A4306,0793,462.52,6,2025-04-13T23:33:00Z,refund
A0059,0645,118.5,,2025-05-24T19:53:00Z,Paid
A0201,0222,8.33,6,2025-11-20T23:03:00Z,refunded
A2023,0301,230.59,7,2025-04-03T21:07:00Z,refunded
A3102,0639,422.87,,2025-10-09T15:54:00Z,PAID
A2068,0078,16.06,3,2025-04-01T16:01:00Z,Pending
A4570,0379,452.46,2,2025-06-17T04:03:00Z,refund
A1541,0743,333.99,8,2025-12-12T04:28:00Z,Pending
A4472,0730,407.9,6,2025-03-06T05:27:00Z,Pending
A4911,0326,199.41,,2025-06-16T03:14:00Z,Paid
A3228,0682,355.05,6,2025-04-03T00:08:00Z,refund
A0100,0131,104.48,4,2025-06-05T16:22:00Z,Refunded
A1371,0763,404.33,9,2025-02-02T08:15:00Z,Refunded
A4827,0053,225.7,3,2025-10-14T15:58:00Z,refund
A0772,0581,54.01,4,2025-04-23T00:43:00Z,Paid
A4543,0617,437.85,1,2025-02-19T01:38:00Z,PAID
A1164,0571,300.19,8,2025-12-18T21:42:00Z,paid
A4974,0921,381.42,9,2025-06-10T12:59:00Z,
A0545,0470,444.42,5,2025-01-18T06:40:00Z,
A1484,0430,145.98,1,2025-03-08T20:04:00Z,refund
A0234,0658,349.24,4,2025-04-10T00:06:00Z,Paid
A1185,0602,458.07,1,2025-05-09T08:31:00Z,paid
A2792,0827,72.3,5,2025-07-07T14:28:00Z,Refunded
A3128,0127,,7,2025-08-11T17:47:00Z,PAID
A0176,0773,303.87,7,2025-05-26T01:25:00Z,
A1726,0121,42.67,8,2025-09-25T22:13:00Z,PAID
A0828,0127,380.81,7,,PAID
A1480,0792,168.42,2,2025-06-07T23:52:00Z,refunded
A4630,0728,375.08,6,2025-04-06T08:43:00Z,Refunded
A3996,0879,346.24,5,2025-05-08T11:54:00Z,refunded
A3384,0855,,3,2025-10-29T21:12:00Z,Paid
A0255,0946,,4,2025-03-16T02:33:00Z,Refunded
A1083,0129,99.01,1,2025-07-12T07:03:00Z,refunded
A3512,0365,,6,2025-10-29T01:26:00Z,refunded
A0214,0786,259.54,3,2025-07-06T23:18:00Z,refunded
A1533,0861,382.06,7,2025-03-03T08:39:00Z,paid
A3202,0107,397.84,8,2025-07-13T20:01:00Z,Paid
A3281,0951,241.46,3,,Paid
A1718,0314,148.31,9,2025-08-24T15:41:00Z,PAID
A3880,0289,291.44,7,2025-07-16T20:53:00Z,paid
A2849,0673,390.58,9,2025-06-23T06:55:00Z,Paid
A0854,0405,328.25,6,2025-10-14T00:53:00Z,Paid
A3788,0956,151.4,2,,PAID
A3969,0972,458.16,2,2025-04-09T10:40:00Z,Pending
A4452,0732,68.82,4,2025-02-01T08:05:00Z,PAID
A2124,0903,,4,2025-03-23T04:42:00Z,Refunded
A0756,0104,396.06,,2025-04-13T01:03:00Z,
A0601,0656,239.89,6,2025-08-08T18:37:00Z,refunded
A3124,0689,290.21,4,2025-04-05T18:50:00Z,Paid
A2965,0915,23.65,5,2025-02-13T08:50:00Z,Pending
A1354,0600,356.41,2,2025-09-09T15:18:00Z,refunded
A1060,0026,350.52,6,2025-03-30T02:41:00Z,refund
A0016,0600,208.78,8,2025-05-16T11:38:00Z,refunded
A0240,0575,16.7,1,2025-03-28T03:37:00Z,Paid
A0025,0209,272.33,6,2025-02-20T04:40:00Z,refunded
A0057,0357,470.06,2,,refunded
A4127,0217,414.48,3,2025-08-14T07:20:00Z,Pending
A4481,0693,297.73,8,2025-11-20T06:50:00Z,PAID
A0133,0308,391.49,4,2025-10-21T02:06:00Z,Refunded
A1120,0213,50.59,3,2025-12-04T19:04:00Z,Paid
A0107,0425,243.82,7,2025-10-20T01:16:00Z,Refunded
A1719,0655,398.72,5,2025-12-13T12:41:00Z,Pending
A2460,0708,,8,2025-01-02T17:47:00Z,paid
A0087,0278,116.45,3,2025-03-22T03:02:00Z,paid
A2445,0015,217.0,6,2025-03-15T14:42:00Z,Pending
A2709,0248,205.16,4,2025-07-25T04:33:00Z,PAID
A2724,0188,407.71,1,2025-09-29T02:39:00Z,
A3967,0455,257.45,2,2025-11-13T18:17:00Z,PAID
A1898,0538,390.39,8,2025-10-01T02:14:00Z,refund
A3607,0965,123.19,9,2025-12-09T20:48:00Z,Paid
A0565,0115,157.2,8,,
A1032,0748,404.05,2,2025-04-04T01:37:00Z,Paid
A2516,0687,168.39,8,2025-04-16T01:58:00Z,refunded
A0808,0876,414.89,5,2025-10-19T18:55:00Z,Refunded
A2189,0293,94.36,7,2025-01-07T05:11:00Z,PAID
A4977,0903,364.4,7,2025-12-21T14:22:00Z,refund
A1667,0302,,9,,refunded
A1427,0493,71.76,9,2025-11-06T05:41:00Z,Pending
A0578,0185,255.23,3,2025-04-15T08:56:00Z,refund
A2117,0155,26.04,1,2025-08-02T21:05:00Z,refund
A3845,0290,346.09,2,2025-04-11T10:43:00Z,Paid
A3774,0946,311.92,3,2025-03-13T20:34:00Z,
A3165,0016,150.93,5,2025-09-08T01:42:00Z,Pending
A4813,0546,389.56,9,2025-04-16T22:38:00Z,paid
A1509,0494,72.95,3,,Paid
A1783,0978,,3,2025-09-28T06:27:00Z,paid
A2206,0103,233.5,8,2025-10-16T22:11:00Z,paid
A2378,0182,467.06,7,2025-09-20T17:25:00Z,PAID
A4226,0763,334.15,1,2025-04-05T02:28:00Z,Pending
A1183,0503,9.78,6,,Pending
A2796,0136,145.61,4,,Pending
A0363,0019,303.64,1,2025-07-04T23:43:00Z,Refunded
A1918,0716,7.29,4,2025-02-28T21:53:00Z,paid
A0834,0192,10.88,3,2025-10-25T07:01:00Z,Pending
A3392,0043,,4,2025-12-11T11:17:00Z,refunded
A0116,0854,72.38,7,2025-02-23T22:39:00Z,refunded
A0720,0607,6.72,5,2025-08-10T09:12:00Z,PAID
A2786,0689,122.67,8,,refunded
A1714,0304,122.48,,2025-03-21T08:23:00Z,PAID
A3324,0827,22.97,7,2025-03-25T18:47:00Z,refund
A3695,0676,111.84,4,2025-08-31T23:18:00Z,paid
A3714,0382,471.46,7,2025-06-21T16:57:00Z,Paid
A1928,0628,193.26,5,2025-07-31T20:52:00Z,Pending
A0222,0859,205.28,4,2025-09-10T18:06:00Z,Pending
A4752,0059,294.84,,2025-05-07T18:56:00Z,paid
A0703,0911,162.9,8,2025-05-02T06:22:00Z,PAID
A4556,0371,181.86,1,2025-02-18T23:17:00Z,Pending
A4980,0882,219.03,8,2025-06-22T18:49:00Z,
A0317,0290,142.68,7,2025-09-23T16:57:00Z,PAID
A0538,0510,360.81,8,2025-02-21T23:52:00Z,PAID
A0214,0786,259.54,3,,
A3794,0664,189.52,2,2025-08-14T05:52:00Z,Refunded
A1730,0806,438.56,8,2025-05-15T11:31:00Z,refunded
A4033,0341,332.42,7,,PAID
A3260,0819,110.93,2,,PAID
A5000,0063,252.34,1,2025-09-30T02:10:00Z,
A1099,0564,,2,2025-10-30T02:09:00Z,refunded
A1825,0778,327.03,4,2025-05-15T21:14:00Z,paid
A4657,0361,473.13,5,2025-01-08T04:51:00Z,PAID
A1623,0327,449.46,1,2025-07-22T04:35:00Z,paid
A0081,0073,262.49,2,2025-12-16T13:04:00Z,refunded
A1644,0214,469.71,2,2025-12-15T09:17:00Z,Refunded
A2302,0571,328.87,,2025-07-08T19:30:00Z,Paid
A3658,0819,375.74,9,2025-01-15T10:33:00Z,refunded
A0978,0206,361.66,8,2025-03-24T22:18:00Z,Paid
A1440,0530,,8,2025-12-21T19:28:00Z,Pending
A2060,0011,202.87,5,2025-05-24T20:13:00Z,refund
A2636,0438,493.32,,2025-10-01T00:00:00Z,Pending
A4084,0667,370.2,5,2025-08-31T23:21:00Z,
A1149,0623,119.69,8,2025-07-21T20:55:00Z,Paid
A4692,0705,143.41,1,2025-04-01T04:04:00Z,Refunded
A0361,0330,430.8,2,2025-11-25T17:13:00Z,refunded
A0281,0074,355.84,2,2025-09-21T23:23:00Z,Paid
A0023,0491,18.96,,,PAID
A0268,0132,370.33,2,2025-12-20T00:36:00Z,Pending
A4607,0333,210.56,1,2025-10-24T05:15:00Z,refund
A4090,0116,,6,2025-11-17T16:41:00Z,Refunded
A2165,0658,148.51,1,2025-02-12T03:05:00Z,PAID
A1853,0659,271.45,1,2025-01-14T14:35:00Z,
A1666,0492,25.53,3,2025-11-05T07:13:00Z,refunded
A3627,0329,97.2,1,2025-04-18T18:27:00Z,refund
A4457,0320,228.2,4,2025-09-23T11:21:00Z,refunded
A2717,0528,457.13,8,2025-08-27T18:28:00Z,refund
A2959,0208,433.91,6,2025-04-13T04:06:00Z,paid
A1349,0366,,,2025-07-18T15:33:00Z,refunded
A4582,0929,35.28,8,2025-01-09T00:51:00Z,paid
A0058,0894,490.94,1,2025-11-21T04:44:00Z,refunded
A4594,0721,186.42,8,2025-04-23T19:50:00Z,Paid
A0154,0676,51.35,1,2025-10-31T04:51:00Z,refunded
A4687,0292,142.81,4,2025-01-09T19:19:00Z,paid
A2130,0027,92.62,7,2025-10-21T17:27:00Z,Pending
A0390,0167,388.56,2,2025-10-19T16:40:00Z,PAID
A4870,0673,107.71,8,2025-03-29T02:02:00Z,paid
A2168,0866,113.08,5,2025-03-24T19:41:00Z,paid
A4158,0529,384.36,6,2025-02-27T01:47:00Z,PAID
A2987,0580,208.05,7,2025-01-29T11:51:00Z,refunded
A3184,0033,146.07,9,2025-12-17T01:50:00Z,refunded
A2145,0592,60.13,8,2025-06-10T07:47:00Z,
A1297,0088,336.01,2,2025-01-08T13:00:00Z,paid
A2457,0713,136.95,8,2025-11-16T02:28:00Z,refund
A4984,0443,121.72,5,2025-12-08T00:06:00Z,Refunded
A2008,0683,302.16,2,2025-07-15T18:55:00Z,Paid
A3345,0950,390.8,3,2025-07-19T17:35:00Z,Refunded
A1383,0396,217.14,,2025-11-11T02:51:00Z,
A0922,0717,453.16,9,2025-07-13T22:24:00Z,Pending
A1317,0873,202.05,4,2025-07-10T19:08:00Z,Pending
A4959,0542,489.86,7,,Refunded
A1565,0318,112.93,7,2025-06-21T09:56:00Z,Paid
A0178,0314,173.52,2,2025-04-19T07:02:00Z,PAID
A4357,0208,353.13,7,2025-04-28T14:56:00Z,Refunded
A3988,0781,57.67,2,2025-02-13T17:53:00Z,Refunded
A3558,0863,418.37,4,2025-11-03T01:09:00Z,paid
A1567,0046,345.47,2,2025-02-06T14:37:00Z,Pending
A1121,0738,202.68,2,2025-10-19T11:03:00Z,refunded
A1195,0429,261.35,5,2025-01-27T01:39:00Z,refunded
A4147,0682,422.76,5,2025-01-04T23:33:00Z,
A0607,0577,218.84,2,2025-02-26T04:46:00Z,
A3841,0690,112.66,8,2025-12-04T01:18:00Z,refunded
A4855,0103,159.78,,2025-10-21T07:11:00Z,paid
A4014,0867,301.49,8,2025-09-02T13:11:00Z,Paid
A1118,0566,293.84,9,2025-07-25T01:02:00Z,Paid
A0191,0012,60.72,9,2025-01-10T10:01:00Z,refunded
A2395,0058,297.72,3,2025-05-30T20:05:00Z,Pending
A4659,0042,269.96,9,2025-04-14T13:05:00Z,Refunded
A1696,0188,51.85,1,2025-08-13T22:40:00Z,
A4849,0375,410.25,,2025-01-16T23:07:00Z,Refunded
A0046,0640,455.25,8,2025-05-23T12:05:00Z,Pending
A0851,0292,114.1,,2025-12-07T18:38:00Z,paid
A0396,0563,253.15,9,,refund
A3898,0443,21.73,2,2025-09-02T13:38:00Z,Paid
A3057,0201,359.13,8,2025-06-27T20:36:00Z,PAID
A2823,0477,33.47,9,,paid
A0204,0362,53.53,4,2025-05-27T09:18:00Z,PAID
A2799,0833,436.45,5,2025-10-03T02:39:00Z,paid
A0057,0357,,2,,refund
A3440,0867,345.83,1,2025-01-06T01:38:00Z,refunded
A4391,0598,251.77,7,,paid
A1802,0815,415.26,8,2025-11-22T00:54:00Z,PAID
A0662,0446,443.13,7,2025-01-23T08:27:00Z,refunded
A1908,0502,211.07,5,2025-06-23T04:41:00Z,Paid
A1818,0752,248.07,6,2025-05-10T20:01:00Z,PAID
A4996,0577,206.7,3,2025-03-01T01:33:00Z,paid
A3048,0694,364.55,5,2025-08-14T20:15:00Z,refunded
A3501,0026,433.92,9,2025-06-07T20:35:00Z,PAID
A2034,0936,335.63,4,2025-11-02T19:38:00Z,paid
A0661,0906,347.56,1,2025-06-23T15:58:00Z,refunded
A4566,0352,354.41,3,2025-06-02T23:19:00Z,refund
A3377,0683,144.38,5,2025-01-19T20:08:00Z,
A2058,0049,16.17,,2025-08-17T05:51:00Z,
A0302,0052,285.73,8,2025-06-23T20:08:00Z,
A0597,0825,251.16,6,2025-06-04T11:13:00Z,Pending
A3062,0306,197.38,5,2025-01-05T22:23:00Z,Paid
A2076,0862,6.75,2,2025-09-27T11:49:00Z,Refunded
A2348,0020,206.57,7,2025-08-31T16:15:00Z,Refunded
A2832,0744,449.37,6,2025-03-06T11:06:00Z,Refunded
A1819,0436,321.75,6,2025-02-06T06:10:00Z,Refunded
A4162,0064,,5,2025-03-08T03:38:00Z,refund
A0083,0028,22.04,6,2025-05-23T00:57:00Z,
A0525,0319,492.95,1,2025-06-22T03:37:00Z,refund
A0715,0392,192.78,1,2025-01-26T03:33:00Z,Pending
A2183,0612,402.21,1,2025-04-10T13:26:00Z,Paid
A1244,0145,142.2,2,2025-09-25T19:20:00Z,Pending
A0609,0911,388.29,,2025-03-03T21:01:00Z,Paid
A1071,0554,240.53,2,2025-08-24T11:38:00Z,Refunded
A4666,0239,180.6,1,2025-05-08T04:42:00Z,Pending
A2100,0807,291.73,5,2025-10-07T13:16:00Z,
A0405,0538,311.61,3,2025-10-29T17:42:00Z,Pending
A3964,0544,184.05,1,2025-11-06T15:22:00Z,refund
A0969,0568,206.18,3,2025-09-04T00:45:00Z,Pending
A2541,0841,219.82,7,2025-01-16T19:38:00Z,Paid
A3393,0643,391.95,4,2025-04-05T09:52:00Z,
A4052,0837,,,2025-10-12T15:21:00Z,paid
A0873,0396,436.73,5,,Refunded
A2064,0427,181.63,4,2025-04-12T23:53:00Z,paid
A3182,0403,,5,2025-02-17T10:37:00Z,Refunded
A3462,0183,283.91,9,,Paid
A3125,0371,,8,2025-10-20T17:41:00Z,refund
A4811,0100,405.09,2,2025-07-28T18:47:00Z,refunded
A0984,0372,444.59,,,refund
A1159,0083,8.63,1,,
A4242,0015,430.93,8,2025-01-20T13:04:00Z,refunded
A1141,0282,194.68,7,2025-04-19T13:59:00Z,PAID
A2030,0446,270.86,5,2025-01-19T21:31:00Z,Refunded
A2225,0488,329.21,5,,Paid
A4177,0612,111.12,5,2025-02-17T02:34:00Z,paid
A1654,0205,191.01,8,2025-03-28T14:13:00Z,paid
A3661,0051,,,2025-12-11T06:50:00Z,PAID
A4883,0558,204.08,,2025-05-12T18:46:00Z,Refunded
A2961,0592,,1,2025-04-15T01:18:00Z,refunded
A4972,0049,407.19,9,2025-05-24T04:02:00Z,PAID
A0089,0348,113.14,8,2025-04-01T05:07:00Z,refunded
A1093,0480,83.08,5,2025-03-19T06:31:00Z,PAID
A2429,0401,134.92,8,2025-06-16T19:21:00Z,refund
A4235,0504,328.56,2,2025-05-26T10:48:00Z,Refunded
A3672,0256,406.35,6,2025-07-07T08:02:00Z,PAID
A2102,0857,190.57,3,2025-08-20T16:10:00Z,Pending
A2430,0777,404.45,4,2025-05-23T04:04:00Z,PAID
A4802,0202,,6,2025-11-11T18:36:00Z,Refunded
A0485,0102,46.19,2,2025-06-02T19:22:00Z,paid
A1084,0588,162.84,6,2025-07-11T08:50:00Z,Paid
A3675,0589,66.96,6,2025-01-21T21:48:00Z,Paid
A1735,0359,78.75,7,2025-05-17T10:01:00Z,PAID
A0933,0991,368.62,7,2025-08-05T07:51:00Z,refund
A0853,0471,61.92,8,2025-05-13T08:42:00Z,refunded
A0257,0879,174.32,4,2025-04-25T12:22:00Z,Paid
A2112,0159,136.19,5,2025-11-25T03:44:00Z,Pending
A3648,0051,286.2,5,2025-09-25T20:17:00Z,Paid
A0069,0491,193.71,7,2025-04-13T04:38:00Z,refunded
A4332,0979,17.22,2,2025-12-20T01:34:00Z,paid
A2777,0292,389.43,7,,Paid
A3059,0476,212.9,1,2025-01-18T05:59:00Z,Paid
A3625,0863,380.55,3,,Pending
A1781,0355,141.34,8,2025-02-13T08:34:00Z,paid
A3155,0279,310.45,7,2025-02-06T15:10:00Z,refund
A0044,0971,407.93,9,2025-06-07T20:12:00Z,refunded
A1382,0023,70.25,8,2025-11-26T13:05:00Z,
A4873,0588,143.33,5,2025-11-13T02:17:00Z,paid
A2778,0829,313.84,7,2025-08-05T10:36:00Z,PAID
A2161,0775,,8,,Pending
A0227,0479,7.19,3,2025-06-26T21:27:00Z,
A2000,0364,363.03,9,2025-04-13T12:41:00Z,paid
A2854,0763,451.05,5,2025-02-08T19:05:00Z,refund
A2260,0599,,7,2025-12-13T09:22:00Z,paid
A3970,0203,,4,2025-03-22T17:46:00Z,
A0840,0688,495.66,5,2025-10-03T23:23:00Z,Pending
A0926,0006,496.79,9,2025-07-01T23:34:00Z,PAID
A2909,0285,293.57,4,2025-01-13T06:38:00Z,refunded
A3003,0800,88.96,1,2025-12-04T09:51:00Z,Pending
A0168,0052,314.93,6,2025-06-13T23:19:00Z,PAID
A3632,0367,488.69,2,2025-11-27T06:43:00Z,Refunded
A1615,0139,243.28,9,2025-07-22T17:39:00Z,refunded
A4273,0936,334.15,1,2025-03-14T18:23:00Z,
A2592,0430,479.27,6,2025-01-26T13:05:00Z,Pending
A1342,0897,249.27,6,2025-11-15T03:41:00Z,
A4808,0081,135.98,4,2025-09-15T10:17:00Z,refund
A1340,0625,52.31,2,2025-11-04T05:00:00Z,Pending
A2767,0999,392.24,7,2025-07-07T12:27:00Z,
A0930,0566,477.5,3,2025-04-18T19:30:00Z,refund
A3531,0228,496.96,,2025-11-08T21:49:00Z,Refunded
A3593,0975,50.12,6,2025-08-11T18:19:00Z,Pending
A3662,0579,60.83,6,2025-04-25T22:26:00Z,Refunded
A2358,0980,,3,2025-05-24T23:40:00Z,Refunded
A1700,0303,,6,2025-01-20T04:52:00Z,Refunded
A1789,0880,147.74,2,2025-04-11T04:13:00Z,Paid
A3323,0515,241.82,6,,paid
A3320,0406,203.04,8,2025-05-21T02:47:00Z,refunded
A1800,0925,23.96,4,2025-07-16T22:29:00Z,PAID
A2704,0904,268.8,7,2025-03-07T02:40:00Z,refunded
A2360,0650,342.74,5,2025-02-13T13:32:00Z,Refunded
A1618,0090,300.16,8,2025-02-24T09:17:00Z,PAID
A1732,0856,22.43,6,2025-11-06T03:26:00Z,Pending
A0838,0526,453.46,8,2025-06-22T23:49:00Z,PAID
A0294,0667,385.1,3,,PAID
A4718,0118,421.14,6,2025-06-18T16:47:00Z,Pending
A1920,0086,41.09,9,2025-05-08T21:50:00Z,paid
A2635,0598,74.44,7,2025-01-22T01:31:00Z,Refunded
A3041,0833,,4,2025-11-04T04:45:00Z,Pending
A1713,0941,326.77,8,2025-02-21T09:31:00Z,paid
A1491,0078,412.7,,2025-04-11T15:06:00Z,
A2468,0732,382.89,4,2025-10-11T02:20:00Z,Pending
A1156,0881,459.8,2,2025-08-01T16:05:00Z,refunded
A1072,0383,43.93,8,2025-12-08T04:03:00Z,PAID
A0252,0896,136.83,3,,
A0185,0445,141.27,2,,PAID
A0677,0926,29.96,,2025-05-28T19:08:00Z,
A2157,0756,36.49,6,2025-06-01T16:16:00Z,
A0088,0401,372.81,2,,paid
A1018,0637,191.0,5,2025-04-07T10:00:00Z,refund
A0973,0539,358.5,5,2025-02-20T13:02:00Z,paid
A1956,0960,496.12,1,2025-09-25T14:32:00Z,Paid
A1319,0662,67.6,7,2025-01-14T13:46:00Z,Paid
A2482,0263,64.9,2,,Pending
A3113,0030,,5,2025-04-02T22:40:00Z,
A4176,0788,279.64,5,2025-09-20T16:43:00Z,Refunded
A4844,0448,371.03,3,2025-04-20T00:45:00Z,Pending
A2791,0205,386.55,6,2025-04-10T21:35:00Z,refunded
A3370,0600,84.91,2,,refunded
A1046,0115,,9,2025-05-01T02:00:00Z,Paid
A2203,0062,225.91,2,2025-06-04T15:36:00Z,Paid
A1721,0900,421.16,9,2025-09-24T16:38:00Z,Pending
A0493,0338,459.34,3,2025-11-05T20:08:00Z,Refunded
A3685,0246,196.26,9,2025-08-14T13:54:00Z,paid
A4092,0899,191.33,1,,refund
A3701,0694,19.01,9,2025-05-03T11:00:00Z,refund
A2705,0431,184.27,9,2025-07-09T15:55:00Z,refund
A2079,0755,145.94,1,2025-11-07T06:52:00Z,PAID
A0197,0091,137.21,3,2025-04-15T23:13:00Z,refunded
A3358,0002,141.05,6,2025-06-07T15:25:00Z,refunded
A4388,0354,417.09,9,2025-05-27T18:07:00Z,refund
A4950,0817,294.12,1,2025-07-30T18:03:00Z,Refunded
A4861,0439,132.7,1,2025-08-15T08:51:00Z,refund
A2855,0795,484.83,5,2025-08-07T21:30:00Z,refund
A2245,0865,,5,2025-11-21T21:45:00Z,Pending
A2673,0630,179.67,,2025-09-08T23:57:00Z,refunded
A0898,0273,143.33,6,2025-09-24T07:07:00Z,
A4842,0056,149.44,,2025-08-02T23:05:00Z,Refunded
A1910,0493,340.39,1,2025-11-30T16:32:00Z,refunded
A1754,0660,438.19,6,2025-10-25T02:06:00Z,Refunded
A3495,0991,5.36,3,2025-02-04T10:13:00Z,Refunded
A0039,0255,160.24,4,2025-08-14T04:40:00Z,paid
A0108,0373,292.11,4,2025-06-07T16:43:00Z,refunded
A3390,0037,255.09,4,,Refunded
A4010,0899,251.86,,2025-01-28T22:11:00Z,Paid
A2096,0278,278.2,5,2025-03-24T18:04:00Z,refund
A1103,0295,394.53,3,2025-05-03T05:06:00Z,Refunded
A2115,0231,142.59,,2025-06-26T02:19:00Z,PAID
A4713,0743,333.76,1,2025-02-14T01:18:00Z,refund
A2960,0740,188.58,7,2025-12-04T12:54:00Z,Paid
A4943,0139,196.18,8,2025-10-13T02:28:00Z,PAID
A4947,0738,99.72,8,2025-04-03T10:33:00Z,paid
A4812,0501,364.79,3,2025-11-03T13:32:00Z,PAID
A3388,0132,45.44,2,2025-12-01T03:56:00Z,PAID
A2382,0649,337.24,9,2025-05-18T10:27:00Z,Pending
A4268,0884,498.44,6,2025-08-13T08:38:00Z,Refunded
A0247,0462,224.53,8,2025-06-01T23:18:00Z,paid
A4258,0863,380.96,2,2025-12-15T16:13:00Z,
A0236,0644,142.96,,2025-05-27T16:54:00Z,Pending
A4568,0715,142.34,3,2025-11-29T02:41:00Z,refund
A1229,0397,153.25,7,2025-02-27T17:19:00Z,Refunded
A3596,0692,37.94,3,2025-01-10T11:20:00Z,
A0904,0564,27.93,6,,PAID
A4617,0116,31.63,,2025-04-25T04:10:00Z,Pending
A2708,0949,445.08,6,,paid
A3982,0532,458.69,9,2025-03-16T02:42:00Z,refund
A0279,0409,204.38,6,2025-08-05T01:51:00Z,
A2407,0877,86.5,3,2025-06-11T11:28:00Z,PAID
A0762,0896,115.03,9,,refunded
A1949,0208,156.98,5,2025-06-29T02:15:00Z,Paid
A1492,0752,212.8,9,2025-09-21T01:46:00Z,refund
A4361,0028,308.83,2,2025-09-18T22:24:00Z,refunded
A4238,0773,89.66,2,2025-06-02T07:57:00Z,
A2351,0453,406.56,1,,paid
A4181,0225,477.42,9,2025-08-01T01:49:00Z,paid
A0698,0205,383.45,,2025-08-02T03:19:00Z,Refunded
A0061,0712,,6,,refunded
A2998,0953,449.54,2,2025-04-16T21:16:00Z,paid
A1248,0861,,6,2025-04-03T05:48:00Z,PAID
A3352,0094,465.73,6,2025-11-28T00:09:00Z,PAID
A1580,0693,326.28,1,2025-09-05T21:45:00Z,refunded
A3761,0243,373.21,4,2025-08-10T23:57:00Z,paid
A0192,0477,364.33,9,2025-09-25T15:07:00Z,refund
A1695,0749,6.54,8,2025-02-26T20:44:00Z,paid
A2596,0570,41.55,7,2025-01-13T14:51:00Z,refunded
A0910,0853,357.57,1,2025-01-18T10:43:00Z,Pending
A1574,0445,157.5,5,2025-02-19T11:53:00Z,Paid
A1520,0910,278.51,,2025-12-21T08:53:00Z,
A2858,0489,59.46,4,2025-01-10T09:41:00Z,PAID
A3218,0474,125.74,9,2025-05-12T19:01:00Z,Paid
A4875,0903,163.75,6,2025-06-14T19:42:00Z,PAID
A3302,0066,148.88,5,,paid
A3946,0654,198.32,9,2025-07-17T04:03:00Z,Paid
A2693,0468,95.76,4,2025-08-11T18:55:00Z,refund
A2305,0889,347.98,7,2025-03-06T12:05:00Z,refund
A1854,0063,38.1,2,2025-04-13T23:01:00Z,Refunded
A2583,0366,173.89,2,2025-02-24T20:14:00Z,PAID
A2239,0099,94.58,8,,paid
A3110,0371,163.44,3,2025-05-29T16:26:00Z,Pending
A3263,0849,110.69,7,2025-03-28T11:55:00Z,PAID
A2761,0170,102.02,7,2025-11-26T19:41:00Z,Pending
A4257,0823,488.17,8,2025-09-14T22:03:00Z,paid
A3136,0368,186.21,4,2025-09-18T12:13:00Z,Refunded
A1278,0821,156.9,8,,Refunded
A0960,0318,70.93,8,2025-08-21T05:32:00Z,paid
A1138,0781,344.36,7,2025-02-10T14:46:00Z,
A0161,0701,262.79,5,2025-09-29T13:36:00Z,refunded
A4768,0948,126.07,4,2025-07-31T00:43:00Z,paid
A3934,0206,78.14,4,2025-02-14T13:11:00Z,refunded
A2605,0747,327.25,8,2025-11-14T20:21:00Z,Paid
A3957,0143,198.42,6,2025-05-27T00:14:00Z,paid
A0200,0862,214.97,7,,refunded
A3342,0921,119.96,6,,Refunded
A0993,0016,374.98,8,2025-09-03T21:48:00Z,Pending
A0139,0641,265.1,5,2025-05-03T13:02:00Z,
A4331,0163,487.38,6,2025-01-03T20:12:00Z,
A1435,0028,201.33,4,2025-02-11T08:33:00Z,Refunded
A4051,0936,347.47,6,2025-01-10T13:46:00Z,Refunded
A1207,0654,66.72,9,2025-06-14T05:39:00Z,refund
A0797,0882,18.83,,2025-10-21T03:01:00Z,Refunded
A1227,0409,,9,2025-01-19T01:19:00Z,Pending
A0325,0052,436.48,8,2025-02-21T11:38:00Z,
A0157,0921,119.55,2,2025-08-22T16:43:00Z,refunded
A0394,0652,498.73,4,2025-06-27T07:22:00Z,Pending
A3505,0315,477.79,1,2025-05-03T17:01:00Z,refund
A0201,0222,8.33,6,2025-11-20T18:03:00Z,PAID
A0313,0803,452.9,5,2025-01-24T18:15:00Z,Pending
A1165,0198,,7,2025-07-25T08:54:00Z,Paid
A3503,0063,473.45,5,2025-03-04T17:17:00Z,paid
A3256,0847,487.07,2,2025-03-22T03:53:00Z,refund
A1027,0677,107.32,5,2025-04-17T11:46:00Z,Pending
A3460,0608,37.88,7,2025-01-10T00:48:00Z,
A4562,0054,,3,,refunded
A4919,0874,166.31,,2025-03-06T21:52:00Z,Pending
A4245,0916,106.59,3,2025-12-19T14:00:00Z,refunded
